StartTime: 2018-09-14 11:07:50.512
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Lon(deg)	Lat(deg) 
71.055	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5649	38.9500	33	-104	31	0.00000000	0.00000000 
71.134	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5979	38.9700	33	-104	31	0.00000000	0.00000000 
71.234	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.6309	38.9200	33	-104	29	0.00000000	0.00000000 
71.334	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.6528	38.9200	34	-104	31	0.00000000	0.00000000 
71.434	-0.0259	0.0181	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.6748	38.9200	33	-105	31	0.00000000	0.00000000 
71.533	-0.0259	0.0186	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.6968	38.9900	33	-103	31	0.00000000	0.00000000 
71.633	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.7023	38.9800	34	-104	30	0.00000000	0.00000000 
71.733	-0.0264	0.0171	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.7188	38.9300	33	-103	30	0.00000000	0.00000000 
71.833	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4612	161.7133	39.0100	35	-104	31	0.00000000	0.00000000 
71.933	-0.0264	0.0171	1.0200	0.0000	0.0000	0.0000	0.9833	1.4557	161.7242	38.9200	33	-103	30	0.00000000	0.00000000 
72.032	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4612	161.7352	38.9900	35	-105	29	0.00000000	0.00000000 
72.132	-0.0259	0.0171	1.0210	0.0000	0.0000	0.0000	0.9833	1.4612	161.7297	38.9800	34	-104	30	0.00000000	0.00000000 
72.232	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.7352	39.0200	33	-105	30	0.00000000	0.00000000 
72.332	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9833	1.4557	161.7352	38.9200	35	-105	30	0.00000000	0.00000000 
72.432	-0.0259	0.0181	1.0195	0.0000	0.0000	0.0000	0.9833	1.4557	161.7188	38.9800	34	-104	30	0.00000000	0.00000000 
72.531	-0.0259	0.0181	1.0190	0.0000	0.0000	0.0000	0.9833	1.4557	161.7297	38.9500	34	-104	29	0.00000000	0.00000000 
72.631	-0.0259	0.0181	1.0200	0.0000	0.0000	0.0000	0.9888	1.4557	161.7297	39.0100	35	-105	30	0.00000000	0.00000000 
72.731	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.7352	38.9500	33	-105	30	0.00000000	0.00000000 
72.831	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.7682	38.9600	32	-104	30	0.00000000	0.00000000 
72.931	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.7682	39.0000	34	-103	29	0.00000000	0.00000000 
73.031	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.7682	39.0200	34	-104	30	0.00000000	0.00000000 
73.145	-0.0264	0.0176	1.0200	0.0000	0.0000	0.0000	0.9888	1.4612	161.7572	39.0500	34	-104	29	0.00000000	0.00000000 
73.230	-0.0264	0.0181	1.0200	0.0000	0.0000	0.0000	0.9888	1.4612	161.7352	38.9800	35	-104	31	0.00000000	0.00000000 
73.330	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9888	1.4612	161.7297	39.0100	34	-104	31	0.00000000	0.00000000 
73.430	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9888	1.4612	161.6968	39.0100	35	-104	31	0.00000000	0.00000000 
73.530	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4612	161.6638	39.0000	35	-104	30	0.00000000	0.00000000 
73.629	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.6364	39.0400	33	-104	30	0.00000000	0.00000000 
73.729	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.6473	39.0500	35	-104	31	0.00000000	0.00000000 
73.829	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.6364	39.0400	35	-104	31	0.00000000	0.00000000 
73.929	-0.0249	0.0176	1.0195	0.0000	0.0000	0.0000	0.9888	1.4557	161.6199	39.0700	34	-104	30	0.00000000	0.00000000 
74.029	-0.0254	0.0176	1.0200	0.0000	0.0000	0.0000	0.9888	1.4502	161.6254	39.0300	34	-105	30	0.00000000	0.00000000 
74.128	-0.0269	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4502	161.6528	38.9500	33	-104	31	0.00000000	0.00000000 
74.228	-0.0273	0.0171	1.0210	0.0000	0.0000	-0.4272	0.9833	1.4557	161.5924	39.1100	36	-103	31	0.00000000	0.00000000 
74.328	-0.0195	0.0156	1.0342	-1.0986	0.2441	-2.0752	0.9558	1.4612	161.4386	39.0600	34	-103	31	0.00000000	0.00000000 
74.428	-0.0127	-0.0044	1.0640	-9.5825	-3.0518	-1.6479	0.3955	1.3184	161.2903	39.0700	30	-98	26	0.00000000	0.00000000 
74.539	-0.0049	-0.0435	1.0591	-19.1650	-9.4604	0.2441	-1.4063	0.4285	161.2738	39.0600	34	-100	27	0.00000000	0.00000000 
74.627	-0.0200	-0.0630	1.0088	-11.1084	3.5400	0.7324	-2.9059	0.1538	161.2408	39.0500	36	-94	27	0.00000000	0.00000000 
74.727	-0.0615	-0.1235	0.9849	-29.4800	20.7520	2.5635	-4.7351	1.7523	161.0486	39.0200	36	-90	24	0.00000000	0.00000000 
74.827	-0.0649	-0.1455	0.9980	-27.4658	9.5825	1.8921	-7.8223	3.4387	160.8453	39.1100	34	-90	24	0.00000000	0.00000000 
74.927	-0.0313	-0.1279	1.0068	7.9956	-10.8643	-2.0142	-8.6572	3.1146	160.7245	39.0600	33	-90	23	0.00000000	0.00000000 
75.027	-0.0288	-0.1152	1.0205	14.0991	-7.6294	-3.4790	-7.4103	2.0544	160.4498	39.1200	34	-91	23	0.00000000	0.00000000 
75.130	-0.0293	-0.0972	1.0303	7.7515	0.7935	-5.2490	-6.1963	1.7029	159.9500	39.1700	33	-91	22	0.00000000	0.00000000 
75.226	-0.0342	-0.0884	1.0249	4.3335	0.4272	-5.3711	-5.5646	1.7303	159.3677	39.1600	32	-90	20	0.00000000	0.00000000 
75.326	-0.0288	-0.0889	1.0088	0.0610	-4.0283	-4.8218	-5.2679	1.5765	158.8898	39.1700	31	-88	19	0.00000000	0.00000000 
75.426	-0.0161	-0.1001	1.0093	-3.3569	-5.6763	-5.0659	-5.4382	1.0382	158.4888	39.0900	33	-87	18	0.00000000	0.00000000 
75.536	-0.0156	-0.1079	0.9941	-4.0283	-3.6011	-4.5166	-5.8447	0.5328	158.0823	39.1700	32	-84	16	0.00000000	0.00000000 
75.626	-0.0210	-0.1494	0.9658	-23.5596	3.5400	0.1221	-7.1136	0.5933	157.7966	39.2100	32	-77	16	0.00000000	0.00000000 
75.727	-0.0127	-0.1934	0.9790	-37.3535	7.2021	2.6855	-10.5029	1.2140	157.7747	39.1600	31	-76	16	0.00000000	0.00000000 
75.825	0.0044	-0.2002	0.9917	-0.0610	-1.5259	-4.0894	-12.3926	1.4722	157.6208	39.2400	30	-77	14	0.00000000	0.00000000 
75.940	0.0117	-0.1724	1.0039	21.1182	-11.1694	-11.4746	-11.0632	0.5273	157.0056	39.1500	30	-79	12	0.00000000	0.00000000 
76.025	0.0220	-0.1270	0.9961	20.8130	-12.2681	-14.2212	-8.6188	-1.0492	156.0333	39.1800	30	-80	12	0.00000000	0.00000000 
76.134	0.0347	-0.1104	0.9985	11.8408	-6.8359	-10.9253	-6.9434	-2.1313	155.1874	39.2100	29	-80	10	0.00000000	0.00000000 
76.225	0.0454	-0.0977	1.0015	5.3101	-0.4883	-6.7139	-6.1469	-2.5598	154.7095	39.2600	30	-81	11	0.00000000	0.00000000 
76.336	0.0400	-0.0952	1.0063	5.3101	3.4790	-4.9438	-5.5756	-2.4554	154.4403	39.2300	30	-81	11	0.00000000	0.00000000 
76.424	0.0332	-0.0801	1.0029	5.6763	3.3569	-5.1880	-4.9878	-2.0599	154.2535	39.3000	30	-82	10	0.00000000	0.00000000 
76.524	0.0278	-0.0713	0.9995	5.5542	0.3052	-6.1035	-4.3890	-1.9006	153.9954	39.2800	31	-82	11	0.00000000	0.00000000 
76.624	0.0313	-0.0669	1.0103	5.9814	-2.4414	-5.0659	-3.7903	-2.0709	153.7756	39.2300	30	-83	12	0.00000000	0.00000000 
76.741	0.0356	-0.0620	1.0059	5.9814	-1.5259	-2.8076	-3.1641	-2.3071	153.7756	39.2500	30	-83	13	0.00000000	0.00000000 
76.824	0.0200	-0.0586	1.0093	0.0000	5.1270	0.5493	-2.8125	-2.1478	153.9899	39.1500	32	-83	14	0.00000000	0.00000000 
76.923	0.0200	-0.0537	1.0156	-2.0142	5.9814	0.6714	-2.9498	-1.5161	154.3085	39.2200	33	-84	15	0.00000000	0.00000000 
77.023	0.0166	-0.0552	1.0278	0.1221	1.2207	-1.4648	-3.0597	-1.1206	154.5227	39.1800	31	-83	14	0.00000000	0.00000000 
77.123	0.0195	-0.0522	1.0200	0.0000	-0.9155	-0.6104	-3.0432	-1.0876	154.6820	39.2100	31	-83	15	0.00000000	0.00000000 
77.223	0.0303	-0.0493	1.0142	-0.7324	-2.0752	1.0376	-3.0762	-1.2689	155.0116	39.1500	32	-84	15	0.00000000	0.00000000 
77.323	0.0254	-0.0605	1.0181	0.0610	-1.2207	0.4272	-3.1146	-1.4667	155.3796	39.1900	31	-82	14	0.00000000	0.00000000 
77.423	0.0220	-0.0596	1.0156	0.3052	0.0610	-0.1221	-3.1036	-1.4941	155.6158	39.1800	31	-82	14	0.00000000	0.00000000 
77.522	0.0288	-0.0527	1.0171	-0.6104	0.3662	-0.3662	-3.1091	-1.4612	155.8246	39.2200	31	-83	15	0.00000000	0.00000000 
77.622	0.0249	-0.0542	1.0151	-0.7935	0.3662	-0.7324	-3.1750	-1.4282	155.9729	39.2100	32	-82	14	0.00000000	0.00000000 
77.722	0.0259	-0.0557	1.0117	0.3052	0.0000	-0.7935	-3.1970	-1.4172	156.0883	39.2400	31	-83	15	0.00000000	0.00000000 
77.822	0.0229	-0.0586	1.0181	0.9155	-0.3662	-1.0376	-3.1311	-1.4392	156.1761	39.2200	32	-83	15	0.00000000	0.00000000 
77.922	0.0298	-0.0527	1.0190	0.7324	-0.9155	-0.8545	-3.0487	-1.4996	156.2531	39.2500	32	-83	16	0.00000000	0.00000000 
78.022	0.0342	-0.0498	1.0176	0.1831	-0.7935	-0.7324	-2.9883	-1.6040	156.3409	39.2100	31	-83	15	0.00000000	0.00000000 
78.121	0.0313	-0.0498	1.0088	-0.1831	0.2441	-1.0986	-2.9828	-1.6534	156.4288	39.2300	32	-82	15	0.00000000	0.00000000 
78.221	0.0229	-0.0513	1.0044	0.1831	0.4883	-1.5259	-2.9773	-1.6095	156.4453	39.2000	32	-83	16	0.00000000	0.00000000 
78.321	0.0259	-0.0493	1.0142	1.5259	0.2441	-1.0376	-2.8839	-1.5656	156.4618	39.1700	32	-82	18	0.00000000	0.00000000 
78.421	0.0327	-0.0459	1.0229	1.4648	0.6714	-0.6104	-2.7191	-1.5326	156.5442	39.1800	31	-82	19	0.00000000	0.00000000 
78.521	0.0259	-0.0454	1.0225	0.4272	2.8687	-0.4883	-2.6093	-1.4008	156.6046	39.2700	33	-82	18	0.00000000	0.00000000 
78.621	0.0151	-0.0459	1.0127	0.2441	4.0283	-0.5493	-2.5763	-1.0547	156.6431	39.1900	33	-83	18	0.00000000	0.00000000 
78.720	0.0063	-0.0454	1.0093	0.6104	2.9297	-1.0376	-2.5269	-0.6921	156.6486	39.1300	33	-83	20	0.00000000	0.00000000 
78.820	0.0044	-0.0449	1.0127	0.9155	0.1221	-0.8545	-2.4554	-0.5548	156.6376	39.0000	33	-84	20	0.00000000	0.00000000 
78.931	0.0083	-0.0410	1.0073	1.0986	-0.8545	-0.1221	-2.3511	-0.5933	156.6815	38.8300	34	-83	20	0.00000000	0.00000000 
79.020	0.0137	-0.0410	1.0122	1.0986	-0.4272	0.7935	-2.2412	-0.6647	156.7969	38.7400	34	-84	20	0.00000000	0.00000000 
79.120	0.0132	-0.0381	1.0103	0.7324	-0.1831	0.9155	-2.1533	-0.6921	156.9891	38.6200	32	-84	20	0.00000000	0.00000000 
79.219	0.0156	-0.0337	1.0083	0.0000	0.0000	0.8545	-2.1149	-0.7031	157.2034	38.5300	32	-84	21	0.00000000	0.00000000 
79.319	0.0151	-0.0386	1.0142	0.0000	0.0000	0.7935	-2.1094	-0.7141	157.3956	38.5000	33	-84	18	0.00000000	0.00000000 
79.419	0.0156	-0.0361	1.0098	-0.0610	0.0000	0.8545	-2.1149	-0.7196	157.5549	38.3400	33	-84	19	0.00000000	0.00000000 
79.519	0.0103	-0.0322	1.0112	-0.2441	-0.0610	0.5493	-2.1204	-0.7196	157.6978	38.2900	32	-84	19	0.00000000	0.00000000 
79.629	0.0200	-0.0313	1.0044	0.6104	-0.4883	-0.0610	-2.0874	-0.7526	157.8131	38.2700	33	-85	19	0.00000000	0.00000000 
79.718	0.0210	-0.0376	0.9971	0.8545	-0.3662	-1.0376	-1.9995	-0.8240	157.8296	38.2500	32	-83	20	0.00000000	0.00000000 
79.818	0.0107	-0.0361	1.0039	-0.3052	0.0610	-0.7935	-1.9830	-0.8405	157.7911	38.2100	33	-83	20	0.00000000	0.00000000 
79.918	0.0142	-0.0356	1.0049	-0.5493	0.0000	0.0610	-2.0270	-0.8240	157.8241	38.2000	32	-84	21	0.00000000	0.00000000 
80.018	0.0278	-0.0337	1.0181	-0.3052	-0.0610	0.4272	-2.0599	-0.8569	157.9834	38.2900	32	-84	22	0.00000000	0.00000000 
80.118	0.0229	-0.0376	1.0249	-0.3052	0.3662	-0.6104	-2.0874	-0.8789	158.0878	38.3700	32	-85	21	0.00000000	0.00000000 
80.218	0.0161	-0.0356	1.0156	0.0000	0.6104	-1.5869	-2.0984	-0.8405	158.0713	38.3800	32	-84	20	0.00000000	0.00000000 
80.317	0.0107	-0.0371	1.0107	-0.3662	0.5493	-1.6479	-2.1039	-0.7855	157.9779	38.3900	32	-85	21	0.00000000	0.00000000 
80.417	0.0112	-0.0366	1.0107	-0.7935	0.4883	-1.2817	-2.1643	-0.7306	157.8845	38.4300	33	-84	21	0.00000000	0.00000000 
80.517	0.0176	-0.0347	1.0093	-0.3052	0.0610	-0.9155	-2.2083	-0.7196	157.8351	38.4400	33	-84	21	0.00000000	0.00000000 
80.617	0.0186	-0.0366	1.0137	0.1221	0.1221	-1.2207	-2.1973	-0.7306	157.7582	38.4300	33	-82	22	0.00000000	0.00000000 
80.716	0.0142	-0.0356	1.0107	0.5493	0.9155	-1.8311	-2.1478	-0.6976	157.5989	38.4000	34	-83	22	0.00000000	0.00000000 
80.817	0.0107	-0.0366	1.0132	0.7935	0.9766	-2.0752	-2.0764	-0.6097	157.4121	38.4700	33	-84	24	0.00000000	0.00000000 
80.916	0.0068	-0.0269	1.0015	1.7700	1.2817	-1.6479	-1.9391	-0.5219	157.2583	38.4300	34	-84	23	0.00000000	0.00000000 
81.016	0.0034	-0.0210	1.0127	2.5635	4.6387	0.0610	-1.6864	-0.2197	157.1704	38.5500	37	-86	23	0.00000000	0.00000000 
81.116	-0.0146	-0.0249	1.0181	2.6855	10.6812	2.6855	-1.3788	0.6042	157.2858	38.5000	37	-86	26	0.00000000	0.00000000 
81.215	-0.0308	-0.0220	1.0059	0.6104	10.6812	1.8311	-1.2085	1.6974	157.3956	38.5700	38	-86	26	0.00000000	0.00000000 
81.330	-0.0220	-0.0088	1.0122	-0.7935	10.3149	-2.1362	-1.2360	2.6532	157.2308	38.5700	42	-86	29	0.00000000	0.00000000 
81.427	-0.0269	-0.0151	1.0210	0.0000	12.5122	-7.5684	-1.2744	3.6804	156.4948	38.6000	42	-84	30	0.00000000	0.00000000 
81.515	-0.0103	0.0322	0.9614	11.4746	0.1831	-13.7329	-0.9119	4.4055	155.2094	38.5300	44	-86	31	0.00000000	0.00000000 
81.626	-0.0273	0.0332	0.9971	22.1558	-11.7798	-17.9443	0.7526	3.6420	153.5669	38.6300	44	-86	30	0.00000000	0.00000000 
81.714	-0.0811	0.0396	1.0225	19.5923	-5.1270	-21.8506	2.9004	2.6422	151.4191	38.5900	47	-83	29	0.00000000	0.00000000 
81.824	-0.0996	0.0703	1.0083	8.1787	-0.4883	-23.0103	4.2462	2.6697	149.0790	38.6300	47	-78	30	0.00000000	0.00000000 
81.914	-0.1133	0.0596	1.0474	-6.5308	-2.2583	-22.0337	3.9771	2.9004	146.8103	38.5900	47	-76	30	0.00000000	0.00000000 
82.025	-0.0430	0.0483	1.0410	-8.9722	-4.1504	-13.0615	2.7905	2.6587	145.0854	38.6000	51	-74	31	0.00000000	0.00000000 
82.114	-0.0156	0.0391	1.0054	-6.4697	2.8076	-8.4229	2.0325	2.5983	144.0912	38.6700	52	-71	30	0.00000000	0.00000000 
82.214	-0.0713	-0.0151	1.0151	-6.8970	6.9580	-8.0566	1.1810	3.3289	143.3057	38.6000	51	-70	31	0.00000000	0.00000000 
82.313	-0.0728	-0.0029	1.0239	-1.0376	-1.3428	-5.0049	0.6757	3.6200	142.7234	38.5300	50	-72	30	0.00000000	0.00000000 
82.448	-0.0391	0.0366	1.0083	4.1504	-6.2256	-0.1831	0.9998	3.0157	142.6465	38.4000	50	-72	30	0.00000000	0.00000000 
82.513	-0.0435	0.0303	1.0161	0.5493	-1.0986	-0.2441	1.2744	2.6422	142.7344	38.3400	49	-71	31	0.00000000	0.00000000 
82.613	-0.0430	0.0176	1.0264	-0.1831	1.7700	0.9766	1.1975	2.7631	142.8552	38.2500	51	-71	30	0.00000000	0.00000000 
82.713	-0.0439	0.0259	1.0137	2.0142	1.2817	2.2583	1.3074	2.8784	143.1628	38.2000	49	-73	32	0.00000000	0.00000000 
82.813	-0.0479	0.0313	1.0205	1.7700	1.5259	3.1128	1.5546	2.9993	143.5913	38.1700	50	-73	32	0.00000000	0.00000000 
82.912	-0.0498	0.0288	1.0098	2.0142	1.2207	2.9297	1.7523	3.1091	143.9978	38.1900	51	-75	32	0.00000000	0.00000000 
83.012	-0.0522	0.0332	1.0015	1.8921	0.5493	3.3569	1.9885	3.1696	144.3713	38.1400	52	-76	32	0.00000000	0.00000000 
83.112	-0.0601	0.0342	1.0166	-0.1831	0.8545	4.8828	2.1039	3.2135	144.8767	38.2200	49	-77	32	0.00000000	0.00000000 
83.212	-0.0957	0.0083	1.0410	-2.2583	3.5400	8.5449	1.9391	3.4497	145.6128	38.2300	49	-78	32	0.00000000	0.00000000 
83.312	-0.1104	-0.0029	1.0181	-2.8687	7.6294	14.4043	1.6754	4.0485	146.7499	38.2100	50	-81	34	0.00000000	0.00000000 
83.411	-0.1040	0.0005	0.9902	-13.3057	22.2168	31.0059	1.0822	5.4602	148.8593	38.2400	50	-84	36	0.00000000	0.00000000 
83.511	-0.1206	-0.0259	0.9385	-17.3950	25.3296	40.7715	-0.0879	7.8278	152.2650	38.2700	49	-89	37	0.00000000	0.00000000 
83.621	-0.1484	-0.0679	0.9102	-17.0898	14.7705	45.8374	-1.2689	9.8328	156.4014	38.2900	44	-92	33	0.00000000	0.00000000 
83.711	-0.1270	-0.0586	0.9775	-24.5361	-6.5308	55.9082	-2.5104	9.9591	161.2408	38.2600	41	-94	31	0.00000000	0.00000000 
83.810	-0.1108	-0.0435	1.0464	-40.8936	-1.0986	60.6079	-4.8779	9.7174	166.6791	38.2800	40	-94	28	0.00000000	0.00000000 
83.910	-0.1265	-0.1064	1.0405	-40.5273	10.6201	38.4521	-8.3771	10.7446	170.9473	38.3300	41	-92	30	0.00000000	0.00000000 
84.010	-0.2227	-0.1953	0.9624	-25.6958	15.1978	13.1836	-11.1017	12.2992	171.8152	38.2800	46	-90	33	0.00000000	0.00000000 
84.110	-0.3452	-0.2832	0.9111	-29.2358	28.6255	0.0000	-13.7164	14.8480	169.8047	38.3600	49	-85	36	0.00000000	0.00000000 
84.210	-0.3770	-0.3237	0.9053	-37.3535	30.1514	5.3101	-17.3639	18.0890	167.2778	38.3600	50	-84	37	0.00000000	0.00000000 
84.310	-0.3442	-0.3423	0.9146	-16.4795	3.9673	17.2119	-20.4071	20.4291	165.9320	38.3400	47	-90	36	0.00000000	0.00000000 
84.409	-0.3164	-0.2891	0.9058	18.2495	-13.9160	20.2026	-19.5776	20.4346	166.4868	38.4100	44	-100	34	0.00000000	0.00000000 
84.509	-0.2627	-0.1665	0.9648	52.2461	-33.8745	20.5688	-14.5184	18.6877	168.1073	38.3900	36	-108	29	0.00000000	0.00000000 
84.609	-0.2412	-0.1045	1.0059	39.3677	-43.7622	27.7710	-8.6462	15.0732	170.7056	38.4600	31	-111	29	0.00000000	0.00000000 
84.720	-0.2241	-0.0649	1.0083	20.2637	-10.5591	13.4888	-5.1691	12.0575	172.8918	38.4700	33	-116	33	0.00000000	0.00000000 
84.808	-0.2339	-0.0386	0.9849	17.9443	12.1460	2.2583	-2.9938	12.2388	172.9358	38.4300	32	-117	32	0.00000000	0.00000000 
84.908	-0.1948	-0.0259	0.9902	3.7231	-12.0239	1.8921	-1.7908	12.8705	172.5128	38.4000	26	-118	29	0.00000000	0.00000000 
85.022	-0.1572	-0.0317	1.0063	0.6714	-31.8604	0.9155	-1.5381	10.5798	172.3315	38.4200	23	-119	25	0.00000000	0.00000000 
85.108	-0.1123	-0.0308	1.0117	0.4883	-33.9355	0.6104	-1.4941	7.1466	172.2821	38.5200	16	-120	24	0.00000000	0.00000000 
85.208	-0.0342	-0.0024	1.0283	9.8877	-34.2407	2.1973	-0.9119	3.5101	172.5128	38.4800	14	-123	24	0.00000000	0.00000000 
85.308	-0.0269	0.0127	1.0278	11.9629	-16.1743	1.5259	0.3076	1.0657	172.7490	38.5000	16	-120	24	0.00000000	0.00000000 
85.407	-0.0327	0.0186	1.0200	2.1973	6.7139	-7.3242	0.9558	1.1700	172.3206	38.5200	19	-121	25	0.00000000	0.00000000 
85.507	-0.0439	0.0127	1.0161	-1.2207	5.3711	-8.3618	0.9448	1.8457	171.4581	38.5400	18	-121	24	0.00000000	0.00000000 
85.607	-0.0518	0.0054	1.0151	-0.7324	-0.4883	-3.3569	0.7690	2.0874	170.8759	38.5300	17	-120	27	0.00000000	0.00000000 
85.707	-0.0439	0.0098	1.0176	0.0000	-1.1597	0.0000	0.7141	2.0270	170.7550	38.5100	17	-120	24	0.00000000	0.00000000 
85.807	-0.0391	0.0132	1.0195	0.1221	-0.1221	0.8545	0.7306	1.9830	170.8539	38.5100	18	-120	26	0.00000000	0.00000000 
85.918	-0.0400	0.0127	1.0200	0.0000	0.1221	0.3052	0.7361	1.9940	170.9418	38.5200	18	-121	25	0.00000000	0.00000000 
86.006	-0.0415	0.0122	1.0195	0.0000	0.0610	0.0000	0.7361	2.0270	170.9418	38.5600	19	-121	24	0.00000000	0.00000000 
86.106	-0.0410	0.0122	1.0195	0.0000	0.0000	0.0000	0.7306	2.0435	170.9418	38.5100	19	-121	24	0.00000000	0.00000000 
86.206	-0.0410	0.0122	1.0195	0.0000	0.0000	0.0610	0.7306	2.0599	170.9473	38.6100	18	-121	24	0.00000000	0.00000000 
86.306	-0.0410	0.0122	1.0200	0.0000	0.0000	0.0610	0.7251	2.0709	170.9363	38.6000	19	-121	25	0.00000000	0.00000000 
86.405	-0.0405	0.0117	1.0205	0.0000	0.0610	0.0000	0.7251	2.0874	170.9363	38.6100	18	-120	24	0.00000000	0.00000000 
86.505	-0.0405	0.0117	1.0205	0.0000	0.0610	0.0610	0.7196	2.1039	170.9363	38.5900	19	-121	23	0.00000000	0.00000000 
86.605	-0.0405	0.0117	1.0195	0.0000	0.0000	0.0000	0.7141	2.1149	170.9198	38.6700	19	-121	25	0.00000000	0.00000000 
86.705	-0.0405	0.0117	1.0190	0.0000	0.0000	0.0000	0.7141	2.1259	170.9143	38.6700	18	-120	25	0.00000000	0.00000000 
86.804	-0.0405	0.0112	1.0190	0.0000	0.0000	0.0000	0.7086	2.1313	170.9363	38.6300	18	-121	24	0.00000000	0.00000000 
86.910	-0.0415	0.0122	1.0195	0.0000	0.0000	0.0000	0.7086	2.1423	170.9473	38.6600	18	-121	26	0.00000000	0.00000000 
87.015	-0.0415	0.0127	1.0200	0.0000	0.0000	0.0000	0.7086	2.1533	170.9473	38.6400	18	-119	26	0.00000000	0.00000000 
87.117	-0.0415	0.0122	1.0195	0.0000	0.0000	0.0610	0.7086	2.1643	170.9528	38.6900	18	-120	24	0.00000000	0.00000000 
87.204	-0.0410	0.0122	1.0195	0.0000	0.0000	0.0610	0.7031	2.1753	170.9637	38.7300	17	-120	26	0.00000000	0.00000000 
87.317	-0.0405	0.0122	1.0200	0.0000	0.0000	0.0610	0.7031	2.1808	170.9747	38.7300	18	-121	25	0.00000000	0.00000000 
87.403	-0.0405	0.0117	1.0200	0.0000	0.0000	0.0000	0.7031	2.1863	170.9692	38.6500	19	-122	25	0.00000000	0.00000000 
87.512	-0.0410	0.0117	1.0200	0.0000	0.0000	0.0000	0.6976	2.1918	170.9418	38.7500	19	-120	25	0.00000000	0.00000000 
87.603	-0.0410	0.0122	1.0200	0.0000	0.0000	0.0000	0.6976	2.1973	170.9308	38.7100	18	-120	25	0.00000000	0.00000000 
87.712	-0.0410	0.0117	1.0205	0.0000	0.0000	0.0000	0.6976	2.2028	170.9308	38.7200	18	-121	25	0.00000000	0.00000000 
87.802	-0.0415	0.0117	1.0205	0.0000	0.0000	0.0610	0.6921	2.2083	170.9198	38.7200	19	-119	25	0.00000000	0.00000000 
87.902	-0.0410	0.0122	1.0200	0.0000	0.0000	0.0610	0.6921	2.2137	170.9033	38.8000	19	-121	25	0.00000000	0.00000000 
88.002	-0.0410	0.0122	1.0205	0.0000	0.0000	0.0000	0.6921	2.2192	170.9198	38.7100	18	-120	25	0.00000000	0.00000000 
88.102	-0.0410	0.0122	1.0200	0.0000	0.0000	0.0000	0.6921	2.2247	170.9583	38.8000	18	-122	24	0.00000000	0.00000000 
88.202	-0.0410	0.0122	1.0195	0.0000	0.0000	0.0000	0.6921	2.2247	170.9912	38.7600	18	-121	23	0.00000000	0.00000000 
88.328	-0.0405	0.0127	1.0195	0.0000	0.0000	0.0610	0.6921	2.2302	171.0242	38.7700	16	-122	24	0.00000000	0.00000000 
88.412	-0.0410	0.0117	1.0200	0.0000	0.0000	0.0000	0.6921	2.2357	171.0626	38.7600	18	-120	24	0.00000000	0.00000000 
88.501	-0.0410	0.0117	1.0200	0.0000	0.0000	0.0000	0.6866	2.2357	171.0406	38.7600	18	-120	24	0.00000000	0.00000000 
88.601	-0.0410	0.0117	1.0200	0.0000	0.0000	0.0000	0.6866	2.2412	171.0461	38.8000	18	-121	24	0.00000000	0.00000000 
88.701	-0.0410	0.0117	1.0200	0.0000	0.0000	0.0000	0.6866	2.2467	171.0297	38.7300	17	-120	24	0.00000000	0.00000000 
88.801	-0.0410	0.0117	1.0195	0.0000	0.0000	0.0000	0.6812	2.2467	171.0187	38.7600	19	-120	25	0.00000000	0.00000000 
88.901	-0.0410	0.0122	1.0195	0.0000	0.0000	0.0000	0.6812	2.2522	171.0132	38.8500	18	-120	25	0.00000000	0.00000000 
